Name,STCC,group
"CROSS ARM BRACES, POLE LINE, WOODEN, WITH METAL PARTS ATTACHED",3644128,FOOD & BEVERAGES
"GROUND RODS, POLE LINE, STEEL, COPPER CLAD",3644139,FOOD & BEVERAGES
"INSULATOR BRACKETS OR PINS, POLE LINE WOODEN",3644140,FOOD & BEVERAGES
"INSULATOR CAPS OR PINS, POLE LINE, ALUMINUM",3644141,FOOD & BEVERAGES
"POLE OR TRANSMISSION LINECONSTRUCTION MATERIAL, N.E.C., IRON OR STEEL, VIZ. ARCING HORNS, ARROWS, BAYONETS, BOWS, POLE OR WALL BRACKETS, BRIDLE RINGS, UNDERGROUND",3644145,FOOD & BEVERAGES
METAL UTILITY POLES,3644148,
"POLES, ELECTRIC WIRE, TELEPHONE, TELEGRAPH OR ELECTRIC RAILWAY, N.E.C., IRON OR STEEL",3644148,FOOD & BEVERAGES
"POLES, OUTDOOR ELECTRIC LIGHT, IRON OR STEEL, WITHOUT ELECTRIC FIXTURES",3644149,FOOD & BEVERAGES
"HIGH VOLTAGE TRANSMISSIONLINE SUSPENSION HARDWARE,WITH ALUMINUM CLAMPS AND STEEL YOKE",3644150,FOOD & BEVERAGES
"CONDUITS OR CONDUIT CONNECTIONS, FLEXIBLE, OTHER THAN STEEL, FOR OTHER THAN UNDERGROUND WORK",3644210,FOOD & BEVERAGES
"CONDUITS OR CONDUIT CONNECTIONS, FLEXIBLE, STEEL, FOR OTHER THAN UNDERGROUND WORK",3644212,FOOD & BEVERAGES
"CONDUITS, ELECTRIC, FLEXIBLE, STEEL, LIQUID OR AIR TIGHT, COATED WITHPLASTIC",3644218,FOOD & BEVERAGES
"CONDUIT FITTINGS, N.E.C., ALUMINUM",3644220,FOOD & BEVERAGES
"CONDUIT FITTINGS, N.E.C., IRON, ZINC, OR ZINC ALLOY, WITHOUT ATTACH- MENTS, OR CONDUIT FITTINGEXTENSIONS",3644225,FOOD & BEVERAGES
"CONDUIT FITTINGS, N.E.C., ELECTRICAL, IRON AND ALUMINUM",3644235,FOOD & BEVERAGES
"CONDUIT FITTINGS, N.E.C., ELECTRICAL, PLASTIC AND IRON",3644240,FOOD & BEVERAGES
"INSULATORS, ELECTRIC WIREOR WIRING, POST TYPE, SILICA AND RESIN COMPOSITION, WITH METAL INSERTS, SILICA CONTENT EXCEEDING 75% OF TOTAL WEIGHT OF COMPOSITION",3644905,FOOD & BEVERAGES
"GROUND CLAMPS, ELECTRIC WIRE",3644910,FOOD & BEVERAGES
"PLATES, SWITCHES OR OUTLETS, OTHER THAN OUTLET BOX COVERS, WITHOUT ELECTRICAL EQUIPMENT SUCH AS SWITCHES OR RECEPTACLES, SEPARATE OR COMBINED, PLASTIC OR COMPOS",3644911,FOOD & BEVERAGES
"SWITCH BOXES OR CONDUIT OUTLET BOXES, OR EXTENSIONS FOR SWITCH BOXES, CONDUIT OUTLET BOXES OR JUNCTION BOXES, FUSE BOXES OR FUSE BLOCKS, OR JUNCTION BOXESOR CAB",3644920,FOOD & BEVERAGES
"WALL BOXES OR WALL HOUSING, DOOR CHIME, RADIO OR TELEPHONE, STEEL",3644945,FOOD & BEVERAGES
"OUTLET BOX FITTINGS, ELECTRIC, IRON OR STEEL",3644946,FOOD & BEVERAGES
"PLATES, SWITCH OR OUTLET,OTHER THAN OUTLET BOX COVERS, WITHOUT ELECTRICAL EQUIPMENT SUCHAS SWITCHES OR RECEPTACLES, SEPARATE OR COMBINED, N.E.C.",3644950,FOOD & BEVERAGES
"LOUD SPEAKERS, DYNAMIC, OR ELECTRO-MAGNET OR PERMANENT MAGNET-TYPE, WITHOUT CABINETS, HOUSINGS OR HORNS, OR IN OTHER THAN CONSOLE-TYPE CABINETS OR HOUSINGS",3651115,FOOD & BEVERAGES
"LOUD SPEAKERS, DYNAMIC, OR ELECTRO-MAGNET OR PERMANENT MAGNET-TYPE, CONSOLE (FLOOR-STANDING) TYPE",3651116,FOOD & BEVERAGES
"LOUD SPEAKERS, N.E.C.",3651120,FOOD & BEVERAGES
"RADIO RECEIVING SETS, AUTOMOBILE",3651125,FOOD & BEVERAGES
"RADIOS (RADIO RECEIVING SETS) OR CLOCK RADIOS, N.E.C.",3651132,FOOD & BEVERAGES
RADIOS (RADIO RECEIVING SETS) OR CLOCK RADIOS ANDPHONOGRAPHS OR TAPE OR WIRE RECORDERS OR PLAYERSCOMBINED,3651133,FOOD & BEVERAGES
"AMPLIFIERS, PREAMPLI- FIERS, OR TUNERS, RADIO, OTHER THAN AUTOMOBILE RADIO TUNERS (SELECTORS),SEPARATE OR COMBINED",3651134,FOOD & BEVERAGES
"MIXED LOADS OF RADIO OR TELEPHONE LOUD SPEAKERS, TELEPHONE SETS, PHONO- GRAPHS, PHONOGRAPH OPERATING AND SOUND MECHANISM ASSEMBLIES, OR PHONOGRAPH RECORDS OR RE",3651137,FOOD & BEVERAGES
"KITS, AMPLIFIER, RADIO ORTUNER CONSTRUCTION",3651144,FOOD & BEVERAGES
"TURNTABLES, PHONOGRAPH, OPERATING AND SOUND MECHANISM ASSEMBLIES",3651148,FOOD & BEVERAGES
"PHONOGRAPH OR TAPE OR WIRE PLAYER OR RECORDER PARTS, N.E.C., OR PHONOGRAPHNEEDLES",3651155,FOOD & BEVERAGES
TAPE OR WIRE PLAYERS OR RECORDERS,3651176,FOOD & BEVERAGES
"TELEVISIONS OR TVS (TELEVISION RECEIVING SETS) OR VISION RECEIVINGSETS, N.E.C.",3651215,FOOD & BEVERAGES
"TELEVISIONS OR TVS (TELE-VISION RECEIVING SETS) ORVISION RECEIVING SETS, AND PHONOGRAPHS, TAPE OR WIRE RECORDERS OR PLAYERS, RADIOS (RADIO RECEIVING SETS) OR CL",3651216,FOOD & BEVERAGES
TELEVISION TUNERS OR TUNING SECTIONS,3651220,FOOD & BEVERAGES
"SETS, TELEVISION (TVS), PROJECTION TYPE, CONSISTING OF SEPARATE TELEVISION RECEIVER AND SCREEN",3651225,FOOD & BEVERAGES
"CAMCORDERS, VIDEO, WITH OR WITHOUT ACCESSORIES",3651230,FOOD & BEVERAGES
VIDEO CASSETTE OR VIDEO DISC PLAYERS OR RECORDERS,3651232,FOOD & BEVERAGES
"RECORDINGS, SOUND, OR SOUND RECORDING BLANKS, DISCS, PLASTIC, NONBREAKABLE, WITH METAL REFLECTIVE COATING, INCLUDING COMPACT DISCS (CD'S)",3652123,FOOD & BEVERAGES
"RECORDINGS, SOUND, OR SOUND RECORDING BLANKS, N.E.C.",3652125,FOOD & BEVERAGES
"RECORDING TAPE OR WIRE, SOUND",3652131,FOOD & BEVERAGES
"TAPE OR WIRE, VIDEO, RECORDED (WITH VIDEO IMAGE)",3652140,FOOD & BEVERAGES
"DISCS, VIDEO, OR VIDEO AND SOUND RECORDING, RECORDED WITH VIDEO IMAGES, WITH OR WITHOUT SOUND TRACK, PLASTIC",3652142,FOOD & BEVERAGES
"TELEPHONE BACKBOARDS, CAST ALUMINUM, STEEL OR WOOD, OR PLASTIC, OTHER THAN CELLULAR, EXPANDED OR FOAMED",3661110,FOOD & BEVERAGES
ELECTRONIC TELEPHONE SWITCHING SYSTEMS OR COMPONENTS FOR SUCH SYSTEMS,3661117,FOOD & BEVERAGES
"TELEPHONE COMMUNITY DIALING OFFICE OUTFITS, CONSISTING OF SWITCHING OR POWER EQUIPMENT, TOOLSAND OTHER RELATED ARTICLES ESSENTIAL TO TELEPHONE TRANSMISSION, MOU",3661121,FOOD & BEVERAGES
"TELEPHONE SWITCHBOARD PARTS, N.E.C.",3661125,FOOD & BEVERAGES
"PEDESTAL TERMINAL HOUSING, UNDERGROUND TELEPHONE WIRE OR CABLE",3661210,FOOD & BEVERAGES
"TERMINALS, TELEPHONE CABLE, STRAND MOUNTING TYPE, WITH TELEPHONE CABLE ATTACHED",3661212,FOOD & BEVERAGES
"TELEGRAPH INSTRUMENTS OR PARTS, N.E.C.",3661215,FOOD & BEVERAGES
"TELEPHONE BASE FEET OR PADS, CORK COMPOSITION ORRUBBER",3661220,FOOD & BEVERAGES
"TELEPHONE HOUSINGS OR TELEPHONE SET DIALING APPARATUS DUST COVERS, PLASTIC",3661225,FOOD & BEVERAGES
"TELEPHONE HANDSET TRANSMITTER OR RECEIVER DUST SHIELDING HOUSINGS OR SHELLS, ALUMINUM",3661226,FOOD & BEVERAGES
TELEPHONE LOADING COILS OR PARTS,3661230,FOOD & BEVERAGES
"TELEPHONES, TELEPHONE SETS, ELECTRIC, OR PARTS,NEC, OR TELEPHONE PREPAY ATTACHMENTS",3661235,FOOD & BEVERAGES
"MILITARY COMMUNICATION OUTFITS, TELEGRAPH, TELEPHONE OR TELETYPE, INCLUDING N.E.C.ESSARY RADIOEQUIPMENT, IN PORTABLE METAL SHELTERS OR MOUNTEDON AUTO OR TRAILER VE",3661240,BUILDING PRODUCTS
TELETYPE MACHINES,3661250,FOOD & BEVERAGES
ANNUNCIATORS,3662110,FOOD & BEVERAGES
"ANTENNA ENCLOSURES, RADARHOUSINGS OR SECTIONS THEREOF, OTHER THAN METAL",3662114,FOOD & BEVERAGES
AIRCRAFT AERIALS OR ANTENNAE,3662116,FOOD & BEVERAGES
RADIO TRANSMITTING SETS OR RADIO TRANSMITTING ANDRECEIVING SETS COMBINED,3662128,FOOD & BEVERAGES
UNDERWATER SOUND DETECTING AND TRANSMITTING SONOBUOYS,3662130,FOOD & BEVERAGES
"BOXES, FIRE ALARM OR POLICE PATROL",3662132,FOOD & BEVERAGES
"GUIDANCE OR TRACKING EQUIPMENT, MISSILE, AIRPLANE OR SPACE SHIP, ELECTRIC, N.E.C.",3662133,BUILDING PRODUCTS
"SOUND WARNING HORNS OR SIGNALS, N.E.C.",3662137,FOOD & BEVERAGES
"ELECTRONIC AIR FLIGHT TRAINERS, OR FLIGHT TRAINING AIDS OR DEVICES,OR COMBINED WITH OR SHIPPED WITH ELECTRONIC COMMUNICATION EQUIPMENT, OR OUTFITS",3662140,FOOD & BEVERAGES
"SONAR DOMES OR ENCLOSURES, STEEL",3662144,FOOD & BEVERAGES
"BOWLS, REFLECTORS OR SCREENS OR SECTIONS THEREOF, DIRECTIONAL OR PARABOLIC AERIAL OR ANTENNA",3662153,FOOD & BEVERAGES
"GUIDANCE SYSTEMS OR ELECTRONIC GUIDANCE CONTROL APPARATUS FOR INSTALLATION IN MISSILES OR IN MISSILE SECTIONS, MISSILE OR ROCKET FRAME ASSEMBLIES CONTAINING ELE",3662158,BUILDING PRODUCTS
SEMAPHORES OR TRAIN ORDEROR RAILWAY HIGHWAY CROSSING SIGNALS,3662162,FOOD & BEVERAGES
"DETECTORS, FIRE, HEAT OR SMOKE, WITH OR WITHOUT BUILT-IN EMERGENCY LIGHTING UNITS",3662164,FOOD & BEVERAGES
"SOUND WARNING SIGNALS, RAILWAY CROSSING",3662166,FOOD & BEVERAGES
"TOWERS, BROADCASTING, RADAR, RADIO OR TV",3662168,FOOD & BEVERAGES
"ROAD TRAFFIC SIGNALS, LIGHT FLASHING, N.E.C.",3662170,FOOD & BEVERAGES
"BOXES, SIGNAL, N.E.C., ELECTRIC",3662180,FOOD & BEVERAGES
"TRAIN ORDERS SIGNAL RELAYAPPARATUS, IN PORTABLE ALUMINUM OR STEEL HOUSES",3662185,FOOD & BEVERAGES
"TUBES, CATHODE RAY, PICTURE OR TELEVISION RECEIVING, NEW OR REBUILT",3671110,FOOD & BEVERAGES
"TUBES, CATHODE RAY, N.E.C., OR TUBES, VACUUM, ELECTRONIC OR RADIO TRANSMITTING TYPE",3671115,FOOD & BEVERAGES
"TUBES, VACUUM, ELECTRONICOR RADIO, N.E.C.",3671120,FOOD & BEVERAGES
"DEVICES, SEMI-CONDUCTOR, VIZ. TRANSISTORS, DIODES,RECTIFIER DIODES, CONTROLLED RECTIFIERS, THERMISTORS OR SEMI- CONDUCTOR DEVICES, N.E.C.",3674115,FOOD & BEVERAGES
"SEMI-CONDUCTOR PARTS, ELECTRICAL",3674120,FOOD & BEVERAGES
"LOUD SPEAKER COILS, RADIODYNAMIC",3679110,FOOD & BEVERAGES
"REELS, SOUND RECORDING TAPE, EMPTY, OR PARTS",3679115,FOOD & BEVERAGES
"MAGNETIC TAPE OR WIRE, OTHER THAN SOUND OR VIDEORECORDING",3679117,FOOD & BEVERAGES
"COILS OR YOKES, FOCUS OR DEFLECTIONS, TELEVISION RECEIVING SET",3679120,FOOD & BEVERAGES
"ANTENNAE OR ANTENNA KITS,RADIO RECEIVING SET",3679123,FOOD & BEVERAGES
"TV RECEIVING SET ANTENNAEOR ANTENNA KITS, OUTDOOR TYPE",3679124,FOOD & BEVERAGES
"ANTENNAE OR ANTENNA KITS,TELEVISION RECEIVING SET,INDOOR EXTENSION TYPE",3679126,FOOD & BEVERAGES
"CONDENSERS OR CONDENSER PARTS, N.E.C., OR CAPACITORSOR CAPACITORS PARTS, N.E.C.",3679130,FOOD & BEVERAGES
"ELECTRICAL INSTRUMENT ASSEMBLY KITS OR SETS, OTHER THAN TELEVISION RECEIVING SETS, VIZ. BASIC COMPONENTS FOR ASSEMBLY OF ELECTRICAL APPARATUS, APPLIANCES OR INS",3679135,FOOD & BEVERAGES
"TAPE OR WIRE, VIDEO, BLANK (NOT RECORDED)",3679155,FOOD & BEVERAGES
"DISCS, VIDEO, OR VIDEO AND SOUND RECORDING, BLANK (NOT RECORDED), PLASTIC",3679157,FOOD & BEVERAGES
"DEVICES, SOUND EFFECT, ELECTRO-MECHANICAL REVERBERATION",3679160,FOOD & BEVERAGES
"REELS OR SPOOLS, MAGNETICTAPE, OR PARTS, CONSISTING OF FLANGES OR HEADS OR CAST HUBS OR DRUMS, ALUMINUM",3679170,FOOD & BEVERAGES
"STORAGE BATTERIES, ELECTRIC, ASSEMBLED, N.E.C.",3691110,FOOD & BEVERAGES
"BATTERY PARTS, N.E.C., LEAD",3691115,FOOD & BEVERAGES
"BATTERY PLATES, LEAD",3691125,FOOD & BEVERAGES
"BATTERIES OR CELLS, ELECTRIC, STORAGE, LEAD ACID GEL OR STARVED ELECTROLYTE TYPE",3691134,FOOD & BEVERAGES
"BATTERIES, DRY CELL, ALKALINE OR CARBON ZINC TYPE",3692110,FOOD & BEVERAGES
"BATTERIES, ELECTRIC, N.E.C.",3692112,FOOD & BEVERAGES
"BATTERY SETS FOR WET BATTERIES, CONSISTING OF BATTERY OIL, BATTERY ZINCS, CARBON ELECTRODES OR COPPER OXIDE, CAUSTIC POTASH, WITHOUT LIQUIDS OR CAUSTIC SODA, AN",3692115,FOOD & BEVERAGES
BATTERY SETS IN BATTERY BOXES,3692120,FOOD & BEVERAGES
"BATTERY BODIES, SHELLS ORSLEEVES, DRY CELL, SHEET STEEL, WITHOUT TOPS OR BOTTOMS",3692125,FOOD & BEVERAGES
"DRY BATTERY SHELLS, MAGNESIUM",3692130,FOOD & BEVERAGES
"BATTERIES OR CELLS, ELECTRIC, NICKEL CADMIUM DRY CELL",3692140,FOOD & BEVERAGES
"X-RAY FILM BOXES, CABINETS OR CHESTS, STEEL",3693110,FOOD & BEVERAGES
"X-RAY MACHINES, OTHER THAN RADIOACTIVE RAY PROJECTORS, OR X-RAY CONTROLS",3693135,FOOD & BEVERAGES
"BATTERY CABLE OR BATTERY BOOSTER CABLES, WIRING HARNESS, OR HORN, IGNITION OR LIGHTING WIRES, WITH TERMINALS ATTACHED",3694110,FOOD & BEVERAGES
"ARMOR RODS, ALUMINUM",3699910,FOOD & BEVERAGES
"ELECTRIC COMPENSATORS, ORPARTS, N.E.C.",3699915,FOOD & BEVERAGES
ELECTROLYTIC CHLORINATIONCELLS,3699919,FOOD & BEVERAGES
"EXERCISING APPARATUS, VIBRATORY, ELECTRIC",3699921,FOOD & BEVERAGES
CHRISTMAS TREE LAMP OUTFITS,3699922,FOOD & BEVERAGES
"LEADS OR LEAD WIRES FOR ELECTRIC LAMPS, ELECTRONIC TUBES, NEON SIGNS, RESISTORS, SEMI-CONDUCTORS OR SIMILAR DEVICES",3699929,FOOD & BEVERAGES
"AERIAL SUPPORTS, RADIO ORTV, ROOF, IRON OR STEEL",3699940,FOOD & BEVERAGES
BATTERY CHARGERS,3699948,FOOD & BEVERAGES
MINE-LAMP CHARGING RACKS,3699950,FOOD & BEVERAGES
"PANELS, RADIANT HEATING, ASBESTOS, WITH HEATING ELEMENTS",3699960,FOOD & BEVERAGES
"MASTS, AERIAL OR ANTENNA,RADIO OR TV, TUBULAR METAL",3699967,FOOD & BEVERAGES
"ANTENNA ROTATING DEVICES,TV, OR PARTS",3699970,FOOD & BEVERAGES
ELECTRIC APPLIANCE REPLACEMENT PARTS,3699990,FOOD & BEVERAGES
"CARS, AIR",3711115,FOOD & BEVERAGES
AUTOMOBILES,3711120,
"MOTOR VEHICLES (AUTO), PASSENGER, SET UP",3711120,AUTOMOTIVE
"AUTOMOBILES, ANTIQUE REPLICA, THREE QUARTERS SCALE, NOT SUITABLE FOR GENERAL HIGHWAY USE",3711122,FOOD & BEVERAGES
"TRUCKS, TONGUE OR TRANSPORT, N.E.C., OTHER THAN HAND",3711210,BUILDING PRODUCTS
"MOTOR VEHICLES (AUTO- MOBILES), FREIGHT, SET UP, INCLUDING MOTOR VEHICLE TRACTORS (DRIVINGTRUCKS FOR FREIGHT VEHICLES)",3711215,AUTOMOTIVE
"VEHICLES, MOTOR, COAL, CONCRETE, EARTH, ORE OR STONE DUMPING OR HAULING,WHEELED OR CRAWLER TYPE",3711220,BUILDING PRODUCTS
"MOTOR TRUCKS, BURIAL VAULT, SELF-PROPELLED",3711225,BUILDING PRODUCTS
"MOTOR VEHICLES, FREIGHT OR PASSENGER, GOVERNMENT,NEC",3711230,BUILDING PRODUCTS
"FIRE FIGHTING APPARATUS, MOUNTED ON PLATFORM OR WAREHOUSE TRUCKS, SELF PROPELLED",3711310,BUILDING PRODUCTS
"TRACKLESS TROLLEY COACHES, PASSENGER, ELECTRIC",3711335,BUILDING PRODUCTS
"BUSSES, MOTOR, PASSENGER,OR MOTOR COACHES",3711340,BUILDING PRODUCTS
"FIRE FIGHTING APPARATUS, N.E.C., NOT SELFPROPELLED",3711390,BUILDING PRODUCTS
"FIRE FIGHTING APPARATUS, N.E.C., SELFPROPELLED",3711391,BUILDING PRODUCTS
"ARMORED CARS, WITH GUN TURRETS",3711410,BUILDING PRODUCTS
ARMORED SCOUT CARS,3711415,BUILDING PRODUCTS
"TRUCKS, TRACTOR (DRIVING TRUCKS FOR FREIGHT TRAILERS), ARMY TRACTOR TANK RECOVERY, ARMORED",3711420,BUILDING PRODUCTS
"CARRIERS, PERSONNEL, ARMORED, MILITARY",3711425,BUILDING PRODUCTS
"CHASSIS, PASSENGER MOTOR VEHICLE (AUTOMOBILE)",3711510,AUTOMOTIVE
"MOTOR VEHICLES (AUTO- MOBILE), PASSENGER",3711520,AUTOMOTIVE
"CHASSIS, FREIGHT MOTOR VEHICLE (AUTOMOBILE)",3711615,AUTOMOTIVE
"COAL, CONCRETE, EARTH, ORE OR STONE HAULING OR DUMPING VEHICLE CHASSIS, WHEELED OR CRAWLER TYPE",3711620,BUILDING PRODUCTS
"MOTOR VEHICLES (AUTO- MOBILES), FREIGHT, KNOCKED DOWN, INCLUDING MOTOR VEHICLE TRACTORS (DRIVING TRUCKS FOR FREIGHT VEHICLES)",3711625,BUILDING PRODUCTS
"MOTOR VEHICLES, ICE OR SNOW, N.E.C.",3711912,FOOD & BEVERAGES
"STREET SWEEPING MACHINES,SELF PROPELLED",3711915,BUILDING PRODUCTS
"MULTI-TERRAIN VEHICLES, GASOLINE POWERED, NOT DESIGNED FOR GENERAL HIGHWAY USE",3711917,AUTOMOTIVE
"AMBULANCES OR HEARSES, MOTOR",3711920,AUTOMOTIVE
"SNOW TRACTORS OR SNOW TRAILERS, MOTOR",3711925,BUILDING PRODUCTS
"FLOATS, PAGEANTRY, MOTOR",3711930,BUILDING PRODUCTS
"MAIL PICKUP AND DELIVERY VEHICLES, THREE-WHEELED, MOTOR, SET UP",3711935,BUILDING PRODUCTS
"GOLF CLUB BAG CARTS, MOTOR PROPELLED",3711940,FOOD & BEVERAGES
"CARS OR VEHICLES, N.E.C., GOLF, LIGHT DELIVERY, MESSENGER, SERVICE OR UTILITY, GASOLINE OR ELECTRIC POWERED",3711943,FOOD & BEVERAGES
"VEHICLES, MOTOR (AUTO- MOBILES), FREIGHT AND PASSENGER COMBINATION",3711950,AUTOMOTIVE
"VEHICLES, MOTOR (AUTO- MOBILES), FREIGHT OR PASSENGER, IN MIXED LOADS, OR MIXED WITH COMBINATION OF FREIGHT AND PASSENGER MOTOR VEHICLES (AUTOMOBILES)",3711955,AUTOMOTIVE
"VEHICLES, MOTOR, MAIL PICK-UP AND DELIVERY, THREE OR FOUR WHEELED, SET UP, EACH VEHICLE NOT TO EXCEED 1600 LBS",3711960,FOOD & BEVERAGES
"MOTOR PROPELLED, THREE- WHEELED GOLF UTILITY DUMPTRUCKS",3711970,FOOD & BEVERAGES
"VEHICLES, MOTOR FREIGHT, INCLUDING TRACTORS (DRIVING TRUCKS FOR FREIGHT VEHICLES OR FIRE APPARATUS) CARGO LIABILI-TY AS DESCRIBED IN MFTRP 50 (GUARANTEED TRAFFI",3711971,AUTOMOTIVE
"VEHICLES, MOTOR FREIGHT, INCLUDING TRACTORS (DRIVING TRUCKS FOR FREIGHT VEHICLES OR FIRE APPARATUS) LOOSE OR PACKAGED",3711972,BUILDING PRODUCTS
"VEHICLES, MOTOR PASSENGERINCLUDING AMBULANCES AND HEARSES, CARGO LIABILITY AS DESCRIBED IN MFTRP 50 (GUARANTEED TRAFFIC ONLY)",3711973,AUTOMOTIVE
"BODIES, SUBURBAN (COMBINATION FREIGHT AND PASSENGER), AUTO",3712110,AUTOMOTIVE
"AUTOMOBILE BODIES, PLASTIC, WITH INTEGRAL STEEL FRAME",3712113,AUTOMOTIVE
"AUTOMOBILE BODIES, PLASTIC, N.E.C.",3712114,AUTOMOTIVE
"BODIES, PASSENGER AUTOMOBILE, N.E.C.",3712118,AUTOMOTIVE
"BOTTLERS TRUCK BODIES, DECK TYPE, METAL",3713115,BUILDING PRODUCTS
"BODIES, DUMPING, AUTOMOBILE, TILTING TYPE,STEEL",3713118,AUTOMOTIVE
"DUMPING BODIES, AUTO, STEEL, HYDRAULIC LIFT TYPE, OR SPREADER TYPE NOT MORE THAN 14 FEET LONG",3713120,AUTOMOTIVE
"AUTOMOBILE GARBAGE BODIES, STEEL",3713121,AUTOMOTIVE
"FREIGHT AUTO BODIES, ALUMINUM",3713125,AUTOMOTIVE
"AUTOMOBILE FREIGHT BODIES, BOX, RACK OR STAKE, WITHOUT SEAT CABS",3713135,AUTOMOTIVE
"FREIGHT AUTOMOBILE BODIES, N.E.C.",3713190,AUTOMOTIVE
"SCHOOL BUS BODIES, AUTOMOBILE",3713210,BUILDING PRODUCTS
"CURTAINS, AUTOMOBILE, N.E.C., IMITATION LEATHER",3714211,AUTOMOTIVE
"AIR COOLERS, HUMIDIFIERS AND FILTERS, AUTO, NON-ELECTRIC",3714212,AUTOMOTIVE
"AUTO AIR HEATERS, OR PARTS, N.E.C.",3714213,AUTOMOTIVE
"INSULATORS OR SHIELDS, VEHICLE, FABRIC REIN- FORCED RUBBER, VIZ. DUST SHIELDS, HANGER STRAPS, PIPE HANGER INSULATORS, SPRING INSULATORS OR STONE OR WATER INSULA",3714215,AUTOMOTIVE
"LUGGAGE CARRIERS OR RACKS, AUTO",3714216,AUTOMOTIVE
"KITS, AUTOMOBILE BODY PATCH",3714220,AUTOMOTIVE
"AUTOMOBILE FENDER OR MUD SHIELDS, LEATHER, ARTIFICIAL LEATHER, RUBBER OR RUBBER AND STEEL",3714222,AUTOMOTIVE
"AUTOMOBILE TIRE SIDEWALLS, RUBBER, WITH METAL ATTACHING RIMS",3714223,AUTOMOTIVE
"AUTOMOBILE TIRE SIDE- WALLS, RUBBER, WITHOUT METAL ATTACHING RIMS",3714224,AUTOMOTIVE
AUTOMOBILE ENGINE RADIATOR CAP OR HOOD ORNAMENTS,3714225,AUTOMOTIVE
"FENDER FLAPS, GUARDS OR SHIELDS, FREIGHT TRUCK, PLASTIC, OTHER THAN EXPANDED, OR RUBBER",3714226,AUTOMOTIVE
"FENDER FLAPS, GUARDS OR SHIELDS, AUTOMOBILE, N.E.C.",3714227,AUTOMOTIVE
"SYSTEMS, AUTOMOBILE CRASHPROTECTION, GAS GENERATING TYPE, INFLATABLE RESTRAINTS",3714230,AUTOMOTIVE
"CARRIERS, BICYCLE, MOTORCYCLE OR MOTORSCOOTER, STEEL, VEHICLE BUMPER MOUNTING",3714238,AUTOMOTIVE
"TIRE CARRIERS OR CASES, N.E.C., OR STEEL TIRE CARRIER PARTS, N.E.C., AUTOMOBILE",3714240,AUTOMOTIVE
"TRUCK ATTACHMENTS, MOTOR,CONSISTING OF REAR AXLE, GEAR FRAMES, SPRINGS, REAR WHEELS, AND DRIVE GEAR PARTS",3714243,AUTOMOTIVE
"MATS, FLOOR, RUBBER, WITHMINERAL FILLER, AUTOMOBILE",3714245,AUTOMOTIVE
"AUTOMOBILE INTERIOR AWNINGS, SHADES OR VISORS",3714250,AUTOMOTIVE
"SEAT PADS OR CUSHIONS, WIRE FILLED",3714267,AUTOMOTIVE
"AUTOMOBILE ACCESSORY CUSHIONS OR PADS, WEDGE TYPE",3714268,AUTOMOTIVE
"PADS OR PADDING, VEHICLE BODY OR SEAT",3714269,AUTOMOTIVE
"WINDSHIELD WIPER ARMS, BLADES OR MOTORS, OR WINDSHIELD WIPER PARTS, N.E.C.",3714270,AUTOMOTIVE
"AIR CONDITIONERS, N.E.C., AUTOMOBILE, OR PARTS, N.E.C.",3714276,AUTOMOTIVE
"AUTOMOBILE AIR CONDITIONERS, N.E.C., COMBINED WITH AIR OR WINDSHIELD HEATERS, AUTO",3714277,AUTOMOTIVE
"AUTO AIR WINDSHIELD HEATERS, OR PARTS, N.E.C.",3714279,AUTOMOTIVE
"GEAR FRAME SIDE OR CROSS BARS, AUTO",3714310,AUTOMOTIVE
"AUTOMOBILE GEAR FRAMES, N.E.C., WITHOUT ATTACHMENTS OR WITH RUNNING BOARD ATTACHED",3714315,AUTOMOTIVE
"AUTOMOBILE GEAR FRAMES, OFF-HIGHWAY OR RACING, TUBULAR STEEL",3714320,AUTOMOTIVE
"CATALYTIC DEVICES OR CONVERTERS, INTERNAL COMBUSTION ENGINE EXHAUSTSYSTEM",3714410,AUTOMOTIVE
"INTERNAL COMBUSTION ENGINES, MOTOR VEHICLE",3714420,AUTOMOTIVE
"RADIATOR FANS, AUTO OR TRACTOR",3714425,AUTOMOTIVE
"EXHAUST POTS OR MUFFLERS,MOTOR VEHICLE",3714440,AUTOMOTIVE
"AIR CLEANERS, MOTOR VEHICLE INTERNAL COMBUSTION ENGINE",3714443,AUTOMOTIVE
"CARTRIDGES OR ELEMENTS, AIR CLEANER OR AIR FILTER, INTERNAL COMBUSTION ENGINE, MOTOR VEHICLE, AUTOMOBILE",3714446,AUTOMOTIVE
"OIL FILTER CARTRIDGES (ELEMENTS), MOTOR VEHICLEINTERNAL COMBUSTION ENGINE",3714448,AUTOMOTIVE
"OIL FILTERS, MOTOR VEHICLE INTERNAL COMBUSTION ENGINE",3714450,AUTOMOTIVE
ENGINE COOLING RADIATORS,3714465,AUTOMOTIVE
"ENGINE RADIATOR SHUTTERS,STEEL, AUTOMATIC",3714470,AUTOMOTIVE
"CYLINDER OR ENGINE BLOCKSOR CASTINGS, VEHICLE",3714480,AUTOMOTIVE
"ENGINE PARTS, AUTO, N.E.C., ALUMINUM, BRASS, BRONZE OR COPPER",3714490,AUTOMOTIVE
"ENGINE PARTS, AUTO, N.E.C., BABBITT METAL OR WHITE METAL ALLOY",3714491,AUTOMOTIVE
